word;OLD20_m;OLD20_sd;OS;OUP;Language
serveur;2,65;,587142949;1;5;FRA
funèbre;3,65;,489360485;0;4;FRA
mondial;3,6;,598243042;0;5;FRA
près de;3,85;,366347549;0;3;FRA
torrent;2,95;,223606798;0;5;FRA
contour;2,8;,523148364;1;5;FRA
exclure;3,4;,680557047;0;4;FRA
amateur;2,9;,307793506;0;4;FRA
décisif;3,8;,410391341;0;5;FRA
douteux;2,7;,470162346;0;4;FRA
cruauté;3,95;,223606798;0;4;FRA
enlacer;2,6;,50262469;0;4;FRA
froncer;2,65;,489360485;0;5;FRA
insulte;3,3;,732695097;0;5;FRA
crochet;2,75;,550119604;1;4;FRA
empiler;2,7;,571240571;1;5;FRA
maximum;3,85;,489360485;0;3;FRA
mouette;2,8;,410391341;0;4;FRA
besogne;3,8;,410391341;0;4;FRA
embêter;2,9;,307793506;0;4;FRA
exploit;3,85;,366347549;0;4;FRA
marteau;2,65;,587142949;1;5;FRA
stopper;3,35;,489360485;0;3;FRA
tension;3,25;,910465468;1;4;FRA
vacarme;3,55;,604805319;0;5;FRA
vigueur;3,05;,759154655;1;3;FRA
antique;2,85;,366347549;0;4;FRA
braquer;2,1;,552506251;1;4;FRA
scruter;2,85;,366347549;0;3;FRA
injuste;3,45;,686332741;0;3;FRA
meurtre;2,9;,447213595;1;7;FRA
aisance;2,9;,447213595;0;3;FRA
choquer;2,35;,74515982;2;4;FRA
gravier;2,6;,50262469;0;6;FRA
pétrole;3,6;,50262469;0;4;FRA
recours;3,3;,97872097;2;5;FRA
rentrée;3,3;,656946685;0;6;FRA
théorie;3,9;,307793506;0;4;FRA
corsage;2,7;,571240571;1;4;FRA
inonder;2,85;,366347549;0;3;FRA
contrat;2,65;,489360485;0;6;FRA
taillis;3;,72547625;0;6;FRA
patient;3,35;,489360485;0;5;FRA
dessein;3,65;,587142949;0;6;FRA
méditer;2,55;,604805319;1;5;FRA
anonyme;3,85;,366347549;0;4;FRA
assumer;2,7;,571240571;1;5;FRA
disparu;3,85;,366347549;0;5;FRA
grossir;3,05;,394034463;0;4;FRA
guitare;3,45;,510417786;0;4;FRA
chiotte;3,15;,812727701;0;4;FRA
citoyen;3,8;,523148364;0;4;FRA
flairer;2,75;,444261658;0;4;FRA
jumelle;3;,648885685;0;3;FRA
marmite;3,05;,223606798;0;4;FRA
sorcier;2,6;,598243042;1;4;FRA
aplatir;3,4;,50262469;0;3;FRA
charité;3,2;,523148364;0;6;FRA
définir;2,85;,366347549;0;5;FRA
résumer;2,75;,444261658;0;4;FRA
bouchon;2,8;,615587011;0;6;FRA
débiter;2,15;,587142949;2;5;FRA
désoler;2,25;,444261658;0;4;FRA
mi-voix;4,6;,598243042;0;4;FRA
traquer;2,25;,786397516;2;4;FRA
facteur;2,6;,50262469;0;5;FRA
lambeau;3,15;,489360485;0;4;FRA
palmier;2,85;,366347549;0;4;FRA
chariot;3,3;,801314709;0;6;FRA
conflit;2,9;,307793506;0;5;FRA
affaler;2,55;,686332741;2;5;FRA
relatif;3,65;,587142949;0;6;FRA
édifice;3,75;,638666374;0;6;FRA
flamber;2,8;,410391341;0;6;FRA
platane;2,9;,447213595;1;5;FRA
écharpe;3,3;,864504726;1;6;FRA
glacial;3,7;,571240571;0;6;FRA
ivrogne;3,7;,470162346;0;4;FRA
bagarre;3,35;,587142949;0;4;FRA
cadence;3;,324442842;0;4;FRA
chialer;2,7;,470162346;0;4;FRA
exalter;2,7;,571240571;1;4;FRA
rallier;2,55;,510417786;0;4;FRA
gamelle;2,65;,812727701;2;3;FRA
retrait;3,35;,74515982;0;4;FRA
briquet;2,75;,444261658;0;4;FRA
clocher;2,65;,489360485;0;4;FRA
filtrer;2,9;,307793506;0;4;FRA
balader;2,85;,489360485;1;5;FRA
capital;3,65;,670820393;0;4;FRA
faucher;2,65;,489360485;0;4;FRA
comique;2,85;,366347549;0;4;FRA
haricot;3,85;,489360485;0;4;FRA
renfort;3,65;,670820393;0;4;FRA
tolérer;2,9;,307793506;0;3;FRA
déchiré;3,4;,680557047;0;5;FRA
gouffre;2,95;,394034463;0;4;FRA
recette;2,9;,307793506;0;5;FRA
taureau;2,8;,410391341;0;4;FRA
torpeur;2,8;,410391341;0;5;FRA
berceau;3;,858395075;1;3;FRA
exhiber;2,85;,489360485;0;4;FRA
galoper;2,95;,223606798;0;6;FRA
grouper;2,55;,510417786;0;4;FRA
porteur;2,55;,510417786;0;5;FRA
tituber;3,55;,510417786;0;3;FRA
boisson;2,45;,759154655;2;4;FRA
honorer;2,8;,410391341;0;4;FRA
mondain;3,4;,680557047;0;5;FRA
traînée;3,45;,686332741;0;6;FRA
traître;3,2;,615587011;0;5;FRA
mouvant;2,45;,604805319;1;5;FRA
mouvoir;2,65;,587142949;1;5;FRA
gratuit;3,7;,470162346;0;5;FRA
tumulte;3,8;,410391341;0;3;FRA
freiner;3;0;0;4;FRA
obscène;3,8;,410391341;0;4;FRA
accéder;2,75;,444261658;0;4;FRA
cuvette;2,6;,598243042;1;3;FRA
grenade;3,6;,50262469;0;5;FRA
logique;2,95;,604805319;0;3;FRA
percher;2,6;,598243042;1;4;FRA
version;3,2;,695852374;0;5;FRA
alerter;2,65;,489360485;0;3;FRA
bordure;2,85;,366347549;0;3;FRA
parapet;3,35;,670820393;0;5;FRA
sublime;3,6;,50262469;0;3;FRA
battant;2,95;,223606798;0;5;FRA
blottir;3,35;,587142949;0;4;FRA
hériter;2,45;,686332741;2;5;FRA
montant;2,4;,50262469;0;6;FRA
olivier;2,95;,223606798;0;2;FRA
chignon;3,25;,638666374;0;4;FRA
routine;2,85;,366347549;0;6;FRA
classer;2,3;,571240571;1;4;FRA
griller;2,15;,587142949;1;6;FRA
pèlerin;3,8;,410391341;0;2;FRA
plaider;2,7;,470162346;0;5;FRA
croquer;1,95;,604805319;3;6;FRA
femelle;2,65;,812727701;1;3;FRA
adapter;2,9;,447213595;1;3;FRA
allongé;3,85;,366347549;0;4;FRA
dessert;3,2;,695852374;0;6;FRA
flingue;3,45;,759154655;1;4;FRA
brûlure;3,45;,510417786;0;5;FRA
détaché;3,35;,587142949;0;5;FRA
salaire;2,75;,550119604;1;3;FRA
analyse;3,95;,223606798;0;3;FRA
brigade;3,4;,820782682;1;6;FRA
dispute;3,7;,470162346;0;5;FRA
paresse;2,65;,587142949;1;5;FRA
dortoir;3,1;,307793506;0;4;FRA
fermier;2,85;,366347549;0;5;FRA
inverse;2,95;,510417786;0;4;FRA
marrant;2,8;,410391341;0;4;FRA
dénouer;2,4;,680557047;1;4;FRA
éditeur;2,9;,307793506;0;5;FRA
ignoble;3,65;,587142949;0;5;FRA
billard;3,6;,50262469;0;3;FRA
serment;2,7;,656946685;1;4;FRA
cantine;2,75;,444261658;0;4;FRA
délégué;3,85;,366347549;0;4;FRA
éloigné;3,8;,410391341;0;3;FRA
limpide;3,7;,571240571;0;4;FRA
tonneau;2,8;,410391341;0;3;FRA
radieux;3,35;,489360485;0;5;FRA
refiler;2,6;,50262469;0;4;FRA
onduler;2,75;,444261658;0;4;FRA
édifier;2,9;,307793506;0;6;FRA
tombeau;2,95;,604805319;0;5;FRA
amorcer;2,75;,444261658;0;5;FRA
largeur;2,85;,366347549;0;5;FRA
médical;3,55;,686332741;0;5;FRA
blanche;2,85;,812727701;2;4;FRA
dauphin;3,95;,223606798;0;3;FRA
fringue;3,05;,759154655;1;4;FRA
insensé;3,65;,587142949;0;5;FRA
minimum;3,85;,489360485;0;4;FRA
pendule;3,2;,410391341;0;5;FRA
sottise;3,35;,587142949;0;3;FRA
haleter;2,85;,366347549;0;5;FRA
régaler;2,55;,510417786;0;3;FRA
évoluer;2,65;,670820393;2;4;FRA
senteur;2,25;,716350399;2;5;FRA
stérile;3,7;,470162346;0;3;FRA
biscuit;3,7;,571240571;0;4;FRA
cascade;3,35;,587142949;0;4;FRA
minable;3;,458831468;0;4;FRA
bouchée;3,15;,670820393;0;6;FRA
crisser;2,2;,523148364;1;5;FRA
oblique;2,95;,394034463;0;5;FRA
couille;2,15;,812727701;1;5;FRA
dériver;2,3;,470162346;0;4;FRA
étalage;3,65;,489360485;0;4;FRA
indécis;4,35;,489360485;0;4;FRA
volupté;4;,648885685;0;4;FRA
écaille;2,75;,550119604;1;7;FRA
pasteur;2,65;,587142949;1;4;FRA
réforme;3,4;,680557047;0;4;FRA
estrade;3,7;,470162346;0;4;FRA
fouille;2,2;,894427191;2;4;FRA
syllabe;3,7;,571240571;0;3;FRA
démolir;2,9;,307793506;0;4;FRA
poussée;3;,561951487;0;6;FRA
déceler;2,4;,50262469;0;5;FRA
divorce;3,95;,223606798;0;4;FRA
coupure;2,7;,571240571;1;5;FRA
adoucir;3,2;,523148364;0;4;FRA
brousse;2,95;,604805319;1;5;FRA
charnel;3,05;,510417786;0;5;FRA
compris;3,3;,470162346;0;5;FRA
préféré;3,6;,50262469;0;5;FRA
tilleul;3,85;,366347549;0;3;FRA
austère;3,2;,523148364;0;3;FRA
sordide;2,85;,366347549;0;4;FRA
surplus;3,8;,615587011;0;5;FRA
verdure;2,85;,366347549;0;5;FRA
ferveur;2,75;,550119604;1;6;FRA
hautain;3,4;,50262469;0;5;FRA
sillage;3,15;,988086934;1;4;FRA
entente;2,75;,444261658;0;6;FRA
exhaler;2,85;,366347549;0;4;FRA
artisan;3,65;,587142949;0;6;FRA
matinal;3,35;,670820393;0;6;FRA
peloton;3,65;,587142949;0;6;FRA
clôture;2,9;,307793506;0;3;FRA
détente;2,6;,50262469;0;6;FRA
habitué;3,7;,656946685;0;6;FRA
naïveté;4,1;,552506251;0;3;FRA
refrain;3,6;,680557047;0;4;FRA
sensuel;3,8;,410391341;0;4;FRA
versant;2,85;,366347549;0;5;FRA
arborer;2,9;,307793506;0;4;FRA
barbare;3,1;,447213595;0;5;FRA
détenir;2,65;,489360485;0;6;FRA
indigne;3,45;,998683344;2;7;FRA
meubler;2,8;,410391341;0;4;FRA
préjugé;3,7;,470162346;0;4;FRA
ralenti;3,7;,470162346;0;4;FRA
argenté;3,65;,587142949;0;3;FRA
caverne;2,9;,718184846;2;4;FRA
chameau;2,9;,552506251;1;5;FRA
couture;2,35;,670820393;2;6;FRA
musical;3,8;,615587011;0;5;FRA
roulant;2,65;,587142949;1;5;FRA
anxieux;3,5;,512989176;0;5;FRA
compact;2,85;,489360485;0;5;FRA
fermeté;3,65;,489360485;0;5;FRA
impasse;3,5;,512989176;0;4;FRA
inciter;2,65;,587142949;1;4;FRA
maudire;3,05;,223606798;0;4;FRA
ajuster;2,95;,223606798;0;3;FRA
laiteux;2,85;,366347549;0;4;FRA
lugubre;3,8;,410391341;0;3;FRA
noircir;3,55;,604805319;0;5;FRA
valable;2,9;,307793506;0;4;FRA
balance;2,9;,307793506;0;5;FRA
baptême;3,9;,307793506;0;3;FRA
croître;3,3;,801314709;1;4;FRA
anxiété;4,2;,767771896;0;5;FRA
blafard;3,7;,571240571;0;4;FRA
commune;2,8;,410391341;0;5;FRA
épicier;2,95;,223606798;0;4;FRA
tiédeur;3,3;,470162346;0;3;FRA
trotter;2,55;,604805319;1;4;FRA
tunique;2,65;,489360485;0;3;FRA
vautrer;2,9;,307793506;0;5;FRA
cuiller;2,3;,571240571;1;4;FRA
éponger;2,75;,444261658;0;4;FRA
parfumé;3,75;,444261658;0;5;FRA
réfugié;3,9;,307793506;0;4;FRA
véranda;3,95;,223606798;0;3;FRA
brosser;2,2;,523148364;1;4;FRA
teinter;2,9;,307793506;0;5;FRA
torchon;3,5;,76088591;0;6;FRA
visière;2,45;,686332741;2;5;FRA
évasion;3,45;,510417786;0;4;FRA
pompier;2,6;,598243042;1;5;FRA
robuste;3,5;,606976979;0;4;FRA
rouquin;3,3;,732695097;1;4;FRA
tutoyer;3,45;,686332741;0;3;FRA
gravure;3,2;,410391341;0;5;FRA
lâcheté;3,95;,223606798;0;2;FRA
lucarne;3,75;,550119604;0;3;FRA
rocheux;2,95;,223606798;0;3;FRA
branler;2,6;,50262469;0;5;FRA
méfiant;3,6;,598243042;0;3;FRA
abeille;2,9;,307793506;0;3;FRA
faïence;3,15;,489360485;0;3;FRA
maintes;3,55;,510417786;0;4;FRA
parking;3,65;,489360485;0;4;FRA
ardoise;3,5;,606976979;0;3;FRA
évacuer;2,8;,523148364;1;4;FRA
excéder;2,8;,410391341;0;4;FRA
propice;3,45;,604805319;0;5;FRA
clameur;2,85;,366347549;0;4;FRA
évaluer;2,7;,656946685;2;4;FRA
portant;2,7;,470162346;0;6;FRA
siennes;3,75;,716350399;1;3;FRA
tricher;2,8;,410391341;0;4;FRA
variété;3,75;,444261658;0;4;FRA
continu;2,7;,571240571;1;5;FRA
égorger;2,9;,307793506;0;4;FRA
bâtisse;3,55;,510417786;0;3;FRA
circuit;3,8;,523148364;0;3;FRA
miennes;3,75;,716350399;1;3;FRA
peinard;3,35;,670820393;0;5;FRA
digérer;2,9;,307793506;0;4;FRA
égoïsme;4,05;,825577947;1;6;FRA
fugitif;4,4;,680557047;0;3;FRA
griffer;2,7;,470162346;0;4;FRA
informe;3,4;,820782682;1;4;FRA
soutien;2,8;,410391341;0;5;FRA
effrayé;4,1;,640723276;0;5;FRA
équiper;3,55;,686332741;0;6;FRA
froissé;3,65;,489360485;0;4;FRA
posture;2,7;,470162346;0;4;FRA
advenir;3,35;,670820393;0;5;FRA
attrait;3,6;,680557047;0;4;FRA
cingler;2,9;,307793506;0;4;FRA
colorer;2,75;,444261658;0;5;FRA
daigner;2,6;,680557047;1;3;FRA
joncher;2,6;,50262469;0;4;FRA
pivoter;2,55;,604805319;1;3;FRA
sportif;3,65;,489360485;0;3;FRA
finesse;3,15;,587142949;0;4;FRA
fléchir;3,6;,598243042;0;4;FRA
glauque;3,55;,686332741;0;4;FRA
laurier;2,9;,307793506;0;3;FRA
zézette;3,05;,394034463;0;2;FRA
ravager;2,75;,550119604;1;5;FRA
crapaud;3,7;,470162346;0;5;FRA
ranimer;2,9;,307793506;0;4;FRA
moqueur;2,9;,307793506;0;3;FRA
netteté;3,8;,410391341;0;3;FRA
obséder;3,55;,510417786;0;4;FRA
pouffer;2,6;,598243042;1;4;FRA
tombant;3;0;0;5;FRA
malsain;3,45;,510417786;0;4;FRA
bassine;2,95;,223606798;0;4;FRA
cavaler;2,65;,587142949;1;4;FRA
imprévu;4,65;,587142949;0;5;FRA
laideur;2,65;,587142949;1;4;FRA
maigrir;3,4;,50262469;0;4;FRA
ravaler;2,5;,688247202;2;5;FRA
récolte;2,95;,604805319;1;4;FRA
tribune;3,8;,410391341;0;4;FRA
coupole;2,75;,444261658;0;5;FRA
éveillé;3,3;,656946685;0;4;FRA
godasse;3,6;,598243042;0;3;FRA
trousse;2,95;,686332741;1;5;FRA
autocar;3,8;,410391341;0;5;FRA
corbeau;2,7;,470162346;0;4;FRA
fâcheux;3,5;,606976979;0;2;FRA
gaulois;3,6;,50262469;0;3;FRA
partage;2,65;,587142949;1;7;FRA
procédé;3,8;,523148364;0;4;FRA
rouille;2,3;,864504726;1;4;FRA
ruminer;2,85;,366347549;0;3;FRA
tresser;2,45;,686332741;1;4;FRA
végétal;4,2;,767771896;0;6;FRA
congrès;3,6;,50262469;0;4;FRA
finance;3,1;,640723276;0;4;FRA
initier;2,8;,410391341;0;6;FRA
lessive;3,7;,571240571;0;3;FRA
minéral;3,65;,670820393;0;4;FRA
pommier;2,55;,686332741;2;5;FRA
prodige;3,5;,688247202;0;5;FRA
rugueux;3,3;,656946685;0;3;FRA
dépense;2,95;,759154655;1;4;FRA
facture;2,8;,410391341;0;5;FRA
asperge;3,7;,571240571;0;4;FRA
souhait;3,3;,571240571;0;4;FRA
atteler;2,8;,410391341;0;5;FRA
enivrer;2,95;,223606798;0;3;FRA
archive;3,65;,489360485;0;3;FRA
arraché;3,7;,571240571;0;4;FRA
taverne;3,1;,718184846;1;3;FRA
antenne;2,85;,489360485;0;4;FRA
eunuque;3,45;,604805319;0;2;FRA
fausser;2,6;,598243042;1;4;FRA
guichet;3,8;,410391341;0;4;FRA
barbelé;3,75;,550119604;0;5;FRA
évanoui;3,85;,670820393;1;4;FRA
moineau;2,85;,489360485;0;5;FRA
saouler;2,6;,50262469;0;3;FRA
sardine;2,9;,307793506;0;3;FRA
carotte;2,7;,571240571;1;4;FRA
coureur;2,55;,604805319;1;5;FRA
déraper;2,7;,470162346;0;4;FRA
hôtesse;3,35;,670820393;0;3;FRA
négatif;3,9;,307793506;0;4;FRA
veillée;3,25;,638666374;0;6;FRA
amasser;2,7;,470162346;0;4;FRA
combine;2,7;,571240571;1;7;FRA
crouler;2,4;,50262469;0;5;FRA
modeler;2,8;,523148364;1;5;FRA
réservé;3,65;,812727701;1;7;FRA
vareuse;3,2;,695852374;0;5;FRA
correct;3,1;,447213595;0;5;FRA
égalité;3,45;,759154655;0;3;FRA
fourche;3;0;0;5;FRA
kiosque;3,35;,489360485;0;2;FRA
tenture;2,75;,444261658;0;5;FRA
ébrouer;2,8;,410391341;0;4;FRA
étouffé;3,85;,366347549;0;5;FRA
fissure;3,15;,489360485;0;3;FRA
fougère;3;0;0;4;FRA
radical;3,7;,571240571;0;5;FRA
refluer;2,75;,444261658;0;4;FRA
retenue;3,35;,587142949;0;6;FRA
avidité;4;,648885685;0;3;FRA
entrain;3,3;,656946685;0;4;FRA
péniche;2,9;,640723276;0;5;FRA
sommier;2,6;,598243042;1;5;FRA
troublé;3,75;,716350399;1;7;FRA
anormal;3,9;,307793506;0;4;FRA
égoïste;3,85;,670820393;1;6;FRA
hérésie;3,95;,223606798;0;4;FRA
horaire;2,9;,307793506;0;4;FRA
moisson;2,5;,945905303;2;4;FRA
renouer;2,7;,470162346;0;4;FRA
tanguer;2,7;,470162346;0;4;FRA
arrondi;3,95;,223606798;0;5;FRA
licence;3,1;,552506251;0;3;FRA
menotte;3;0;0;4;FRA
monceau;2,7;,571240571;1;4;FRA
punaise;3,55;,604805319;0;3;FRA
mélodie;3,5;,688247202;0;5;FRA
moyenne;3,6;,598243042;0;3;FRA
vestige;3,2;,695852374;1;3;FRA
vitrail;3,6;,50262469;0;5;FRA
égrener;3,1;,447213595;0;3;FRA
fardeau;3,05;,686332741;0;3;FRA
fourgon;3,15;,587142949;0;5;FRA
maculer;2,7;,470162346;0;4;FRA
metteur;2,55;,604805319;1;3;FRA
positif;3,85;,366347549;0;4;FRA
croquis;3,35;,670820393;0;6;FRA
goudron;3,5;,512989176;0;4;FRA
mésange;3,1;,852241626;1;3;FRA
parrain;2,9;,307793506;0;4;FRA
tramway;4,05;,223606798;0;4;FRA
ampleur;3,35;,670820393;0;4;FRA
endurer;2,75;,444261658;0;5;FRA
enrager;2,75;,550119604;1;4;FRA
mijoter;2,7;,470162346;0;3;FRA
portion;2,9;,307793506;0;6;FRA
toiture;2,5;,688247202;2;3;FRA
affluer;2,95;,759154655;0;4;FRA
altérer;2,85;,366347549;0;4;FRA
bégayer;3;,648885685;0;2;FRA
convier;2,65;,587142949;1;6;FRA
distant;2,85;,366347549;0;4;FRA
enduire;3,1;,788068926;0;5;FRA
hurlant;3;,324442842;0;3;FRA
bibelot;3,75;,550119604;0;5;FRA
côtoyer;3,45;,686332741;0;2;FRA
détendu;2,95;,887041208;1;6;FRA
luxueux;3,5;,606976979;0;3;FRA
prêcher;2,7;,470162346;0;3;FRA
solaire;2,75;,550119604;1;3;FRA
suspens;3,8;,615587011;0;6;FRA
diplôme;3,95;,223606798;0;3;FRA
imbiber;3,2;,410391341;0;3;FRA
panache;2,85;,489360485;0;4;FRA
arbuste;3,45;,686332741;0;4;FRA
céleste;3,1;,307793506;0;4;FRA
confins;3,1;,552506251;0;6;FRA
interne;2,8;,410391341;0;5;FRA
planque;2,6;,50262469;0;5;FRA
scander;2,95;,223606798;0;3;FRA
sceller;2,9;,307793506;0;3;FRA
attaché;3,45;,944513241;1;7;FRA
attendu;3,4;,753937035;0;6;FRA
cloître;3,45;,759154655;1;4;FRA
délirer;2,3;,571240571;1;5;FRA
initial;3,65;,587142949;0;6;FRA
lavande;3,5;,512989176;0;3;FRA
libéral;3,9;1,020835571;0;6;FRA
sculpté;3,95;,394034463;0;3;FRA
sixième;3,4;,753937035;1;3;FRA
voleter;2,95;,223606798;0;4;FRA
attache;3,25;,786397516;1;7;FRA
débuter;2,7;,571240571;1;4;FRA
fébrile;3,6;,50262469;0;3;FRA
mamelon;3,2;,767771896;0;6;FRA
mi-clos;4,3;,470162346;0;4;FRA
résigné;3,5;,76088591;1;5;FRA
brioche;2,9;,447213595;0;4;FRA
concret;2,75;,444261658;0;5;FRA
litanie;3,35;,587142949;0;4;FRA
lorgner;2,85;,366347549;0;6;FRA
utilité;3,6;,598243042;0;2;FRA
escorte;3,45;,510417786;0;4;FRA
faiblir;3;,72547625;1;4;FRA
pédaler;2,85;,366347549;0;3;FRA
raideur;2,75;,550119604;1;4;FRA
vicieux;3,45;,604805319;0;4;FRA
bourbon;3;,794719414;1;5;FRA
charmer;2,6;,598243042;1;5;FRA
croyant;3,25;,550119604;0;4;FRA
hospice;3,7;,571240571;0;4;FRA
matelot;3,4;,753937035;0;6;FRA
mesquin;3,7;,470162346;0;4;FRA
obstiné;3,85;,489360485;0;4;FRA
spectre;3,65;,489360485;0;4;FRA
alléger;3,1;,640723276;0;4;FRA
brumeux;3,45;,604805319;0;4;FRA
cultivé;3,85;,366347549;0;5;FRA
dansant;2,8;,410391341;0;5;FRA
entêter;2,85;,366347549;0;4;FRA
flasque;2,85;,587142949;0;4;FRA
frayeur;3,3;,571240571;0;4;FRA
larguer;2,6;,598243042;1;5;FRA
mutisme;3,55;,510417786;0;5;FRA
pupitre;3,6;,598243042;0;5;FRA
sonnant;2,75;,550119604;1;4;FRA
soutane;2,85;,366347549;0;5;FRA
suédois;4,25;,550119604;0;3;FRA
vibrant;3,25;,444261658;0;3;FRA
colosse;2,75;,444261658;0;5;FRA
costard;3,2;,833508753;1;6;FRA
épatant;3,15;,366347549;0;4;FRA
meeting;3,9;,307793506;0;3;FRA
odorant;3,35;,670820393;0;2;FRA
piquant;3,35;,587142949;0;3;FRA
pourpre;2,9;,307793506;0;5;FRA
prédire;3,1;,552506251;0;4;FRA
réchaud;3,75;,444261658;0;4;FRA
résider;2,6;,50262469;0;5;FRA
sacoche;3,25;,638666374;0;4;FRA
troquet;2,7;,571240571;1;7;FRA
atteint;3,55;,604805319;0;5;FRA
donneur;2,35;,587142949;1;5;FRA
ficeler;2,75;,444261658;0;6;FRA
fresque;2,95;,944513241;2;4;FRA
loufiat;3,95;,223606798;0;4;FRA
rythmer;3,65;,489360485;0;2;FRA
amarrer;2,85;,366347549;0;4;FRA
cabaret;3,5;,606976979;0;4;FRA
caleçon;3,7;,656946685;0;5;FRA
casquer;2,4;,598243042;1;4;FRA
coupant;2,45;,686332741;1;5;FRA
cribler;2,5;,512989176;0;4;FRA
débâcle;3,85;,366347549;0;4;FRA
lanière;2,55;,686332741;1;4;FRA
parasol;3,75;,444261658;0;5;FRA
activer;2,8;,410391341;0;3;FRA
aliment;3,55;,686332741;0;4;FRA
canette;2,55;,510417786;0;4;FRA
croisée;3,1;,447213595;0;6;FRA
galoche;2,75;,550119604;1;5;FRA
inertie;3,3;,571240571;0;3;FRA
bouille;2,25;,910465468;2;7;FRA
moucher;2,15;,74515982;1;4;FRA
narguer;2,8;,523148364;1;3;FRA
notable;3,45;,604805319;0;5;FRA
plongée;3,6;,598243042;0;6;FRA
bandeau;3;,648885685;0;5;FRA
complot;3,1;,852241626;1;6;FRA
convive;3,2;,615587011;0;6;FRA
cynisme;3,55;,686332741;0;5;FRA
effluve;3,75;,444261658;0;4;FRA
mendier;2,75;,444261658;0;4;FRA
rondeur;2,35;,587142949;1;4;FRA
sangler;2,65;,489360485;0;6;FRA
brasier;2,7;,571240571;1;5;FRA
coffret;3,15;,489360485;0;3;FRA
costaud;3,3;,732695097;1;6;FRA
cynique;2,7;,470162346;0;5;FRA
galette;2,65;,587142949;1;5;FRA
haineux;3,05;,604805319;0;4;FRA
normand;3,65;,587142949;0;3;FRA
omettre;3,6;,753937035;1;2;FRA
ornière;2,8;,410391341;0;3;FRA
parenté;3,35;,587142949;0;5;FRA
support;3,7;,656946685;0;6;FRA
auréole;3,8;,523148364;0;3;FRA
bestiau;3,65;,74515982;1;7;FRA
cinoche;3,15;,587142949;0;4;FRA
hectare;3,7;,571240571;0;3;FRA
hygiène;3,95;,223606798;0;2;FRA
indigné;3,45;,825577947;1;7;FRA
louange;3,25;,716350399;1;4;FRA
loucher;2,3;,801314709;1;4;FRA
martyre;3,05;,223606798;0;5;FRA
alarmer;2,8;,410391341;0;3;FRA
ballant;2,9;,552506251;0;4;FRA
connard;3,3;,571240571;0;4;FRA
immonde;3,65;,587142949;0;4;FRA
protégé;3,65;,587142949;0;4;FRA
relâche;3,55;,604805319;0;4;FRA
vicomte;3,7;,470162346;0;4;FRA
draguer;2,7;,571240571;1;4;FRA
édredon;3,9;,307793506;0;3;FRA
mimique;2,85;,366347549;0;3;FRA
simuler;2,8;,410391341;0;3;FRA
calibre;2,9;,307793506;0;4;FRA
cocotte;2,75;,444261658;0;4;FRA
guignol;3,85;,366347549;0;4;FRA
infirme;3,45;,759154655;1;4;FRA
litière;2,5;,606976979;1;4;FRA
miauler;2,8;,410391341;0;3;FRA
pervers;3,5;,512989176;0;4;FRA
raffiné;3,9;,307793506;0;3;FRA
réclame;3,6;,50262469;0;4;FRA
saccade;3,5;,827170192;1;7;FRA
échelon;3,7;,571240571;0;6;FRA
escadre;3,7;,470162346;0;4;FRA
flétrir;3,4;,680557047;0;4;FRA
oeillet;2,8;,410391341;0;3;FRA
partagé;3,15;,670820393;1;7;FRA
pensant;2,55;,604805319;1;5;FRA
rebelle;2,95;,510417786;0;4;FRA
songeur;2,45;,604805319;1;4;FRA
spirale;3,85;,366347549;0;3;FRA
unanime;3,7;,571240571;0;3;FRA
abrutir;3,2;,767771896;1;4;FRA
brouter;2,35;,489360485;0;5;FRA
bruyère;3,5;,76088591;1;5;FRA
déduire;2,8;,894427191;1;3;FRA
mention;2,85;,366347549;0;5;FRA
mirette;2,8;,523148364;1;4;FRA
bascule;3,5;,512989176;0;4;FRA
déroute;3,1;,307793506;0;5;FRA
dévêtir;3,3;,571240571;0;4;FRA
dormeur;2,65;,489360485;0;5;FRA
durable;3,5;,512989176;0;2;FRA
écosser;2,6;,50262469;0;4;FRA
espacer;2,75;,444261658;0;4;FRA
morsure;2,7;,470162346;0;4;FRA
placide;3,2;,615587011;0;5;FRA
plumard;3,55;,604805319;0;5;FRA
raviser;2,45;,686332741;2;5;FRA
relique;2,9;,307793506;0;5;FRA
suinter;2,85;,366347549;0;4;FRA
banquet;2,7;,470162346;0;4;FRA
enliser;2,85;,366347549;0;4;FRA
frileux;3;,561951487;0;4;FRA
terreux;2,7;,571240571;1;7;FRA
violacé;4,3;,732695097;0;5;FRA
aubaine;3,35;,489360485;0;4;FRA
bosquet;3;,72547625;1;3;FRA
dégoûté;3,45;,604805319;0;4;FRA
dévouer;2,25;,716350399;2;5;FRA
frivole;3,5;,688247202;0;4;FRA
notoire;3,3;,732695097;1;4;FRA
relayer;2,7;,571240571;1;5;FRA
adonner;2,75;,444261658;0;4;FRA
arsenal;3,85;,366347549;0;3;FRA
beugler;2,8;,410391341;0;4;FRA
bignole;3,55;,825577947;1;4;FRA
bronzer;2,75;,444261658;0;4;FRA
densité;3,65;,489360485;0;4;FRA
déporté;3;,648885685;0;5;FRA
mourant;2,45;,686332741;2;4;FRA
perçant;2,7;,470162346;0;4;FRA
siroter;2,55;,510417786;0;3;FRA
biberon;3,8;,523148364;0;5;FRA
bricole;3,1;,447213595;0;4;FRA
centime;2,95;,223606798;0;5;FRA
défoncé;3,4;,680557047;0;5;FRA
